Number,lat,lon,ele,time,AQI,GSR
1350,51.51656884,0.005506399,2.446227837,16:48:26,83,244
1351,51.51652803,0.005556698,2.836840918,16:48:31,84,239
1352,51.51648075,0.005600839,2.361420444,16:48:36,88,236
1353,51.51643572,0.005641183,3.414347955,16:48:42,87,233
1354,51.51639343,0.00568421,3.355519749,16:48:48,90,237
1355,51.51634896,0.005725395,4.067031987,16:48:53,91,238
1356,51.51630216,0.005764942,3.531184657,16:48:58,88,236
1357,51.51625609,0.005780713,3.668785475,16:49:03,83,241
1358,51.51621285,0.005827741,3.272271451,16:49:09,81,246
1359,51.51616864,0.005856532,3.330485883,16:49:13,81,242
1360,51.51610762,0.005851182,3.7859383,16:49:19,83,247
1361,51.51605676,0.00586071,4.061744414,16:49:24,85,247
1362,51.51601197,0.005891769,3.696777107,16:49:29,81,245
1363,51.51597098,0.005928572,3.758820619,16:49:35,77,249
1364,51.51593008,0.005959598,3.964282895,16:49:40,74,246
1365,51.5158813,0.00599705,4.315858814,16:49:46,79,243
1366,51.51583189,0.006027037,4.643318135,16:49:52,80,243
1367,51.51578259,0.006049964,4.864425047,16:49:58,78,245
1368,51.51574449,0.006101102,5.180624015,16:50:12,74,246
1369,51.5157027,0.00613993,4.884801457,16:50:19,76,248
1370,51.51565983,0.006174923,4.010908623,16:50:25,76,253
1371,51.51560952,0.006208038,3.646063229,16:50:29,77,250
1372,51.51556141,0.006219812,3.967412038,16:50:32,78,246
1373,51.51550737,0.006240017,4.627028823,16:50:37,76,249
1374,51.5154778,0.006309499,5.509939079,16:50:44,73,250
1375,51.51546546,0.006380892,7.464949156,16:50:49,75,246
1376,51.51545614,0.006458502,6.243520215,16:50:55,78,249
1377,51.51546431,0.006555607,7.051343688,16:51:00,81,252
1378,51.51547148,0.006627395,6.876631443,16:51:04,84,251
1379,51.51547952,0.006709645,6.741858248,16:51:09,80,255
1380,51.51547806,0.006789603,7.408000582,16:51:13,77,257
1381,51.5154831,0.006874205,6.743067078,16:51:20,75,258
1382,51.51548587,0.006951628,6.086812267,16:51:25,79,262
1383,51.51550201,0.007036554,7.201641932,16:51:30,84,264
1384,51.51552241,0.007106006,7.36806464,16:51:35,87,266
1385,51.51555112,0.007167233,6.314769934,16:51:40,92,263
1386,51.51557119,0.007233245,6.614625842,16:51:45,95,263
1387,51.5155942,0.007295347,7.810217801,16:51:50,99,268
1388,51.51562646,0.007359013,6.942980259,16:51:57,96,270
1389,51.51566661,0.007403295,6.463623783,16:52:01,93,265
1390,51.51570879,0.007430356,4.735563302,16:52:07,96,265
1391,51.51575618,0.007436348,4.741695981,16:52:11,91,264
1392,51.51580574,0.007455599,4.235051488,16:52:18,88,260
1393,51.51585842,0.007464152,3.155593239,16:52:22,89,263
1394,51.51590819,0.007492423,4.202595399,16:52:27,88,261
1395,51.51593112,0.007556054,3.875574387,16:52:32,86,259
1396,51.51593286,0.007649809,3.897348026,16:52:39,86,264
1397,51.51592238,0.00773067,3.099852779,16:52:45,81,268
1398,51.51589401,0.007797206,2.3772071,16:52:50,80,267
1399,51.51586652,0.007863891,3.131893792,16:52:55,84,265
1400,51.5158856,0.007932345,3.958653213,16:53:06,82,264
1401,51.51591565,0.007989976,3.681295243,16:53:11,81,267
1402,51.51594144,0.008049282,3.873550169,16:53:16,86,271
1403,51.51596921,0.008111103,3.922333623,16:53:21,82,276
1404,51.51597175,0.008186523,4.092618378,16:53:27,87,280
1405,51.51592686,0.008243643,4.52478466,16:53:56,92,275
1406,51.51587431,0.008274983,4.700037208,16:53:59,88,280
1407,51.51583555,0.008238284,4.647262836,16:54:05,90,280
1408,51.51579161,0.008267839,2.720529354,16:54:27,93,280
1409,51.51577065,0.008335667,4.00589339,16:54:34,95,280
1410,51.51572239,0.008378509,5.660963711,16:54:49,93,277
1411,51.51564155,0.008392538,6.196633325,16:54:53,93,276
1412,51.51560042,0.008423153,6.218848675,16:54:55,88,280
1413,51.51557442,0.008486402,7.785729669,16:54:59,93,277
1414,51.51553917,0.008536086,7.462004695,16:55:04,96,280
1415,51.51549817,0.008593969,5.616563978,16:55:08,100,280
1416,51.51546313,0.008640801,5.584265145,16:55:12,104,280
1417,51.51543666,0.008700904,4.021510292,16:55:21,107,276
1418,51.51539679,0.008741325,4.567837751,16:55:26,106,280
1419,51.51534214,0.008772028,4.225557126,16:55:32,102,280
1420,51.51527432,0.008792855,2.873926043,16:55:39,102,276
1421,51.51522627,0.008796761,3.251890571,16:55:41,100,272
1422,51.51516722,0.008807632,3.162575356,16:55:45,98,267
1423,51.51512492,0.008835415,2.395336256,16:55:48,103,263
1424,51.51507206,0.008856631,2.518112647,16:55:52,98,267
1425,51.51502466,0.008871609,2.363643846,16:55:57,103,270
1426,51.51496924,0.00888146,2.534457257,16:56:01,98,273
1427,51.51491742,0.008879267,2.358694424,16:56:06,101,275
1428,51.51487345,0.008857784,2.273815484,16:56:10,105,273
1429,51.51483032,0.008816579,2.624344413,16:56:14,107,277
1430,51.51479788,0.008765656,2.998396209,16:56:18,107,272
1431,51.51476754,0.008702466,3.229638789,16:56:23,112,274
1432,51.5147693,0.008786608,3.284906484,16:56:32,113,271
1433,51.51476425,0.008872371,3.721591535,16:56:35,110,270
1434,51.51474894,0.008960808,2.47056495,16:56:45,115,268
1435,51.51469303,0.009008729,2.938346041,16:56:47,116,266
1436,51.51464216,0.009004003,2.596635271,16:56:52,113,265
1437,51.51459386,0.009018442,2.860517485,16:56:55,113,270
1438,51.5145503,0.00906308,3.528977049,16:57:01,108,267
1439,51.51452255,0.00912315,2.401179868,16:57:06,108,265
1440,51.51447302,0.009146639,2.427094238,16:57:10,103,261
1441,51.51442696,0.009198338,2.587364489,16:57:15,104,266
1442,51.51437882,0.009203483,2.06833994,16:57:18,102,267
1443,51.51433945,0.009239585,2.154665545,16:57:24,105,265
1444,51.51429425,0.009198808,3.162485994,16:57:32,107,265
1445,51.51426724,0.009117401,2.826801831,16:57:54,110,267
1446,51.51431375,0.009098982,3.020002879,16:57:59,113,263
1447,51.51437296,0.009098759,2.92752435,16:58:04,114,262
1448,51.51443765,0.00910948,3.169634701,16:58:09,109,258
1449,51.51448244,0.009134962,3.416207233,16:58:13,111,257
1450,51.51452105,0.009097485,2.88053103,16:58:17,108,258
1451,51.51456776,0.009075716,2.530210077,16:58:22,107,254
1452,51.51461722,0.009035235,2.721503618,16:58:27,103,250
1453,51.51465433,0.00896789,2.486151772,16:58:33,103,252
1454,51.51469461,0.008927076,2.633820893,16:58:38,105,254
1455,51.51473427,0.008879909,2.259518275,16:58:44,109,249
1456,51.51475048,0.008809355,2.85880457,16:58:47,111,244
1457,51.51479172,0.00874643,3.319249243,16:58:52,110,244
1458,51.51476525,0.008683024,3.271787657,16:59:10,114,239
1459,51.51474038,0.008616758,3.444431012,16:59:12,111,243
1460,51.51470282,0.008557495,3.164092341,16:59:19,111,245
1461,51.51465942,0.008508627,2.500575619,16:59:25,108,240
1462,51.51464844,0.008432109,3.64027639,16:59:30,112,244
1463,51.51460424,0.008379284,3.184006345,17:00:12,115,239
1464,51.51457857,0.008303355,3.100606087,17:00:15,120,242
1465,51.51463526,0.008257173,2.000682835,17:00:27,119,240
1466,51.51470163,0.008266353,1.573894847,17:00:30,117,244
1467,51.51474397,0.008303603,1.544115063,17:00:39,112,246
1468,51.51469832,0.008310334,3.172404979,17:00:54,111,249
1469,51.51459175,0.007862358,15.61457062,17:01:26,113,249
1470,51.51441069,0.007626123,3.695768383,17:01:46,110,249
1471,51.51439882,0.007836808,6.097002029,17:02:05,111,246
1472,51.51420378,0.008258604,4.657170296,17:02:30,113,249
1473,51.5142002,0.008167021,4.63266457,17:02:37,118,250
1474,51.51413738,0.008629055,3.111733688,17:02:44,120,246
1475,51.51411677,0.00952881,3.503792124,17:02:48,120,246
1476,51.51392401,0.008848275,3.108069816,17:02:50,120,243
1477,51.51385307,0.008698143,3.311900464,17:02:52,115,238
1478,51.51378482,0.008544566,3.856737012,17:02:54,115,235
1479,51.51372471,0.008463648,4.134846147,17:02:56,118,239
1480,51.5137021,0.008376182,3.757828082,17:02:58,120,243
1481,51.51368244,0.008283759,4.128170483,17:03:00,120,247
1482,51.51377408,0.008548227,3.809238222,17:03:12,119,244
1483,51.51370994,0.008209238,3.809238222,17:03:14,114,239
1484,51.51358936,0.008219449,4.022649711,17:03:19,116,238
1485,51.51288331,0.009016849,4.174126554,17:03:22,120,239
1486,51.51249343,0.009206585,4.024602223,17:03:24,120,236
1487,51.5120593,0.009232955,3.639512961,17:03:26,118,241
1488,51.5118072,0.009447087,1.938805556,17:03:28,120,237
1489,51.51153907,0.009660311,1.290766744,17:03:30,119,237
1490,51.51125878,0.010214874,-0.762498243,17:03:32,120,242
1491,51.51097697,0.010441541,-2.154150627,17:03:34,117,242
1492,51.50872317,0.011534166,3.912698986,17:03:45,116,246
1493,51.50854866,0.01163521,3.849406848,17:03:46,115,248
1494,51.50589508,-0.087323347,3.476096153,17:16:46,117,248
1495,51.505259,-0.089243442,4.737831593,17:16:52,113,249
1496,51.50522095,-0.089361672,4.487148046,17:16:58,112,245
1497,51.50518889,-0.08947354,4.620923042,17:17:10,116,247
1498,51.50515286,-0.089588411,4.527562618,17:17:16,114,246
1499,51.50522013,-0.089383172,3.531152487,17:17:24,113,247
1500,51.5052773,-0.089210724,3.12506783,17:17:26,112,248
